0,0
0.111304,0
0.222609,0
0.333913,0
0.445217,0
0.556522,0
0.667826,0
0.77913,0
0.890435,0
1.001739,0
1.113043,0
1.224348,0
1.335652,0
1.446957,0
1.558261,0
1.669565,0
1.78087,0
1.892174,0
2.003478,0
2.114783,0
2.226087,0
2.337391,351.277008
2.448696,55.451694
2.56,55.225971
2.671304,55.128742
2.782609,55.107765
2.893913,55.136349
3.005217,55.153343
3.116522,55.154503
3.227826,55.171455
3.33913,55.197079
3.450435,55.188095
3.561739,55.139736
3.673043,55.114487
3.784348,55.11314
3.895652,55.111965
4.006957,55.11377
4.118261,55.127758
4.229565,55.149235
4.340869,55.159584
4.452174,55.152901
4.563478,55.145042
4.674783,55.146069
4.786087,55.158604
4.897391,55.151691
5.008696,55.093414
5.12,55.054073
5.231304,55.071548
5.342609,55.128525
5.453913,55.169147
5.565217,110.501526
5.676522,110.568695
5.787826,110.600113
5.89913,110.578537
6.010435,110.550941
6.121739,110.568123
6.233044,110.613808
6.344348,110.624916
6.455652,110.578064
6.566957,110.515434
6.678261,110.327171
6.789565,109.107643
6.900869,104.460617
7.012174,100.05928
7.123478,100.461838
7.234783,105.428513
7.346087,109.292061
7.457391,55.147179
7.568696,55.153473
7.68,55.151993
7.791304,55.162724
7.902609,55.173862
8.013913,55.164696
8.125217,55.148125
8.236522,55.148746
8.347826,55.159851
8.45913,55.15303
8.570435,55.123814
8.681739,55.098259
8.793043,55.103695
8.904347,55.137802
9.015652,55.167271
9.126957,55.18956
9.238261,55.211704
9.349566,55.21656
9.46087,55.198021
9.572174,55.175106
9.683478,55.164776
9.794783,55.168098
9.906087,55.163795
10.017391,55.130886
10.128695,55.116074
10.24,55.143391
10.351304,110.496544
10.462608,110.586578
10.573913,110.62973
10.685218,110.594513
10.796522,110.564537
10.907826,110.586761
11.019131,110.596298
11.130435,110.572914
11.241739,110.579506
11.353044,110.608795
11.464348,110.47937
11.575652,109.42247
11.686956,105.037727
11.798261,100.194023
11.909565,100.540161
12.020869,105.889854
12.132174,109.655945
12.243478,36.755898
12.354783,36.727509
12.466087,36.725674
12.577392,73.583054
12.688696,73.610382
12.8,73.639648
12.911304,73.689171
13.022609,73.737495
13.133913,73.743736
13.245217,73.735603
13.356522,73.735786
13.467826,73.734192
13.57913,73.745743
13.690434,73.768387
13.801739,73.752998
13.913043,73.682175
14.024348,73.614037
14.135653,73.611076
14.246957,73.672081
14.358261,73.730652
14.469565,73.759361
14.58087,73.791901
14.692174,73.784767
14.803478,73.665802
14.914783,73.560913
15.026087,73.528511
15.137391,73.508484
15.248695,146.841156
15.36,146.807755
15.471304,146.786819
15.582608,146.780518
15.693913,146.781021
15.805218,146.782288
15.916522,146.793167
16.027826,146.844727
16.13913,146.920853
16.250435,146.722198
16.361738,144.45575
16.473043,16.317442
16.584349,132.211411
16.695652,132.328873
16.806957,135.662369
16.918261,142.414215
17.029566,145.814484
17.140869,18.346577
17.252174,55.358994
17.363478,55.080757
